Column,Art_ID,Title,Artist,Wiki_Link,Style,Genre,Media,tmp,New_Wiki_Link,img_src
40643,Kaggle_33881,Adoration of the Magi (detail),Filippo Lippi,"['https://www.wikiart.org/en/filippo-lippi/adoration-of-the-magi-detail', 'https://www.wikiart.org/en/filippo-lippi/adoration-of-the-magi-detail-1', 'https://www.wikiart.org/en/filippo-lippi/adoration-of-the-magi-detail-2', 'https://www.wikiart.org/en/filippo-lippi/adoration-of-the-magi-detail-3', 'https://www.wikiart.org/en/filippo-lippi/adoration-of-the-magi-detail-4']",,,,check,[],[]
40646,Kaggle_70620,At the edge of a birch grove. Valaam,Ivan Shishkin,"['https://www.wikiart.org/en/ivan-shishkin/at-the-edge-of-a-birch-grove-valaam-1860', 'https://www.wikiart.org/en/ivan-shishkin/at-the-edge-of-a-birch-grove-valaam-1860-1']",,,,check,[],[]
40686,Kaggle_43655,Poppies,Pierre Bonnard,"['https://www.wikiart.org/en/pierre-bonnard/poppies-1', 'https://www.wikiart.org/en/pierre-bonnard/poppies']",,,,check,['https://www.wikiart.org/en/pierre-bonnard/poppies-1'],['https://uploads4.wikiart.org/images/pierre-bonnard/poppies-1.jpg!Large.jpg']
40712,Kaggle_84833,Sem título,Joaquim Rodrigo,"['https://www.wikiart.org/en/joaquim-rodrigo/sem-t-tulo-1991', 'https://www.wikiart.org/en/joaquim-rodrigo/sem-t-tulo', 'https://www.wikiart.org/en/joaquim-rodrigo/sem-t-tulo-1', 'https://www.wikiart.org/en/joaquim-rodrigo/sem-t-tulo-2', 'https://www.wikiart.org/en/joaquim-rodrigo/sem-t-tulo-3', 'https://www.wikiart.org/en/joaquim-rodrigo/sem-t-tulo-4']",,,,check,[],[]
40715,Kaggle_28761,Place de la Madeleine,Edouard Cortes,"['https://www.wikiart.org/en/edouard-cortes/place-de-la-madeleine', 'https://www.wikiart.org/en/edouard-cortes/place-de-la-madeleine-1', 'https://www.wikiart.org/en/edouard-cortes/place-de-la-madeleine-2', 'https://www.wikiart.org/en/edouard-cortes/place-de-la-madeleine-3', 'https://www.wikiart.org/en/edouard-cortes/place-de-la-madeleine-4']",,,,check,['https://www.wikiart.org/en/edouard-cortes/place-de-la-madeleine'],['https://uploads7.wikiart.org/images/edouard-cortes/place-de-la-madeleine.jpg!Large.jpg']
40716,Kaggle_68151,Landscape,Konstantin Makovsky,"['https://www.wikiart.org/en/konstantin-makovsky/landscape-2', 'https://www.wikiart.org/en/konstantin-makovsky/landscape-3', 'https://www.wikiart.org/en/konstantin-makovsky/landscape', 'https://www.wikiart.org/en/konstantin-makovsky/landscape-1']",,,,check,[],[]
40718,Kaggle_76622,Zagorsk. Market Square,Konstantin Yuon,"['https://www.wikiart.org/en/konstantin-yuon/zagorsk-market-square-1943', 'https://www.wikiart.org/en/konstantin-yuon/zagorsk-market-square']",,,,check,['https://www.wikiart.org/en/konstantin-yuon/zagorsk-market-square-1943'],['https://uploads4.wikiart.org/images/konstantin-yuon/zagorsk-market-square-1943.jpg!Large.jpg']
40728,Kaggle_87381,Marina,Samuel Mutzner,"['https://www.wikiart.org/en/samuel-mutzner/marin-1935', 'https://www.wikiart.org/en/samuel-mutzner/marina']",,,,check,[],[]
40784,Kaggle_101197,Trees,Joan Mitchell,"['https://www.wikiart.org/en/joan-mitchell/trees-1991', 'https://www.wikiart.org/en/joan-mitchell/trees-1991-1']",,,,check,['https://www.wikiart.org/en/joan-mitchell/trees-1991'],['https://uploads4.wikiart.org/images/joan-mitchell/trees-1991.jpg!Large.jpg']
40791,Kaggle_78422,Porte St. Martin,Antoine Blanchard,"['https://www.wikiart.org/en/antoine-blanchard/porte-st-martin', 'https://www.wikiart.org/en/antoine-blanchard/porte-st-martin-1', 'https://www.wikiart.org/en/antoine-blanchard/porte-st-martin-2', 'https://www.wikiart.org/en/antoine-blanchard/porte-st-martin-3']",,,,check,[],[]
